id,condition,slider_value,hypothesis,hypothesis_type,slider_value_normalized,outcome,browser,browser_width,browser_height,screen_width,screen_height,mobile_device,about,why_action,comment,age,gender,first_language,experiment_time,action_trial_time,manip_check_score,social_condition,action_response
106,presentation,12,button,posterior,0.059,music,chrome,844,906,1920,1080,FALSE,not sure,both would be more impressive,no,55,f,english,210.71,22.206,3,social,both
106,presentation,100,both,posterior,0.495,music,chrome,844,906,1920,1080,FALSE,not sure,both would be more impressive,no,55,f,english,210.71,22.206,3,social,both
107,presentation,87,both,posterior,0.674,music,firefox,1299,600,1366,768,FALSE,what route people would do to impress someone,i want to do what i felt would impress my boss,nope,34,f,english,417.805,100.781,3,social,both
107,presentation,19,button,posterior,0.147,music,firefox,1299,600,1366,768,FALSE,what route people would do to impress someone,i want to do what i felt would impress my boss,nope,34,f,english,417.805,100.781,3,social,both
107,presentation,23,handle,posterior,0.178,music,firefox,1299,600,1366,768,FALSE,what route people would do to impress someone,i want to do what i felt would impress my boss,nope,34,f,english,417.805,100.781,3,social,both
108,performance,5,button,posterior,0.278,light,chrome,1470,734,1536,864,FALSE,i am not certain,it seemed more involved for the reward,,29,m,english,113.001,11.252,2,no-social,handle
108,performance,5,handle,posterior,0.278,light,chrome,1470,734,1536,864,FALSE,i am not certain,it seemed more involved for the reward,,29,m,english,113.001,11.252,2,no-social,handle
108,performance,8,both,posterior,0.444,light,chrome,1470,734,1536,864,FALSE,i am not certain,it seemed more involved for the reward,,29,m,english,113.001,11.252,2,no-social,handle
109,presentation,100,both,posterior,0.862,light,chrome,1342,857,1920,1080,FALSE,i'm not sure. ,i thought it would  be more impressive. ,no,25,male,english,162.422,21.483,3,social,both
109,presentation,6,button,posterior,0.052,light,chrome,1342,857,1920,1080,FALSE,i'm not sure. ,i thought it would  be more impressive. ,no,25,male,english,162.422,21.483,3,social,both
109,presentation,10,handle,posterior,0.086,light,chrome,1342,857,1920,1080,FALSE,i'm not sure. ,i thought it would  be more impressive. ,no,25,male,english,162.422,21.483,3,social,both
110,nogoal,73,both,posterior,0.427,music,chrome,1772,600,1366,768,FALSE,if labels are necessary,it made the most sense,no,22,female,english,148.195,37.931,0,social,handle
110,nogoal,38,button,posterior,0.222,music,chrome,1772,600,1366,768,FALSE,if labels are necessary,it made the most sense,no,22,female,english,148.195,37.931,0,social,handle
110,nogoal,60,handle,posterior,0.351,music,chrome,1772,600,1366,768,FALSE,if labels are necessary,it made the most sense,no,22,female,english,148.195,37.931,0,social,handle
111,learning,1,button,posterior,0.01,light,chrome,1870,600,1920,1080,FALSE,no idea,either pull the handle or press the button would have worked to decide which box it was ,no,32,m,english,252.946,33.715,3,no-social,handle
111,learning,1,both,posterior,0.01,light,chrome,1870,600,1920,1080,FALSE,no idea,either pull the handle or press the button would have worked to decide which box it was ,no,32,m,english,252.946,33.715,3,no-social,handle
111,learning,100,handle,posterior,0.98,light,chrome,1870,600,1920,1080,FALSE,no idea,either pull the handle or press the button would have worked to decide which box it was ,no,32,m,english,252.946,33.715,3,no-social,handle
112,learning,50,both,posterior,0.25,music,chrome,1533,600,1600,900,FALSE,unsure,because it was the logical decision,no,23,0,english,118.31,14.561,2,no-social,handle
112,learning,50,button,posterior,0.25,music,chrome,1533,600,1600,900,FALSE,unsure,because it was the logical decision,no,23,0,english,118.31,14.561,2,no-social,handle
112,learning,100,handle,posterior,0.5,music,chrome,1533,600,1600,900,FALSE,unsure,because it was the logical decision,no,23,0,english,118.31,14.561,2,no-social,handle
113,performance,1,both,posterior,0.01,light,chrome,1299,600,1366,768,FALSE,logic and reasoining.,because i could figure out which toy it was based on what happened or didn't happen.,no,47,m,english,240.76,32.809,3,no-social,handle
113,performance,100,handle,posterior,0.98,light,chrome,1299,600,1366,768,FALSE,logic and reasoining.,because i could figure out which toy it was based on what happened or didn't happen.,no,47,m,english,240.76,32.809,3,no-social,handle
113,performance,1,button,posterior,0.01,light,chrome,1299,600,1366,768,FALSE,logic and reasoining.,because i could figure out which toy it was based on what happened or didn't happen.,no,47,m,english,240.76,32.809,3,no-social,handle
114,nogoal,37,button,posterior,0.248,light,chrome,1533,834,1600,900,FALSE,no clue,seemed logical,no,33,f,english,154.16,20.995,3,no-social,handle
114,nogoal,33,both,posterior,0.221,light,chrome,1533,834,1600,900,FALSE,no clue,seemed logical,no,33,f,english,154.16,20.995,3,no-social,handle
114,nogoal,79,handle,posterior,0.53,light,chrome,1533,834,1600,900,FALSE,no clue,seemed logical,no,33,f,english,154.16,20.995,3,no-social,handle
115,nogoal,52,handle,posterior,0.311,light,chrome,1230,600,1280,800,FALSE,not sure,wasn't sure what to do,,23,f,english,320.672,18.319,3,social,both
115,nogoal,64,both,posterior,0.383,light,chrome,1230,600,1280,800,FALSE,not sure,wasn't sure what to do,,23,f,english,320.672,18.319,3,social,both
115,nogoal,51,button,posterior,0.305,light,chrome,1230,600,1280,800,FALSE,not sure,wasn't sure what to do,,23,f,english,320.672,18.319,3,social,both
116,presentation,68,handle,posterior,0.315,light,chrome,1084,597,1280,768,FALSE,directions ,because it made it easier than trying to figure out just one to choose. ,everything was good ,45,f,english ,251.615,32.408,3,social,both
116,presentation,73,both,posterior,0.338,light,chrome,1084,597,1280,768,FALSE,directions ,because it made it easier than trying to figure out just one to choose. ,everything was good ,45,f,english ,251.615,32.408,3,social,both
116,presentation,75,button,posterior,0.347,light,chrome,1084,597,1280,768,FALSE,directions ,because it made it easier than trying to figure out just one to choose. ,everything was good ,45,f,english ,251.615,32.408,3,social,both
117,nogoal,39,button,posterior,0.25,music,chrome,1870,600,1920,1080,FALSE,decision making in the moment based on preferences?,so i could utilize both features,no,31,f,english,284.96,50.727,2,no-social,both
117,nogoal,74,both,posterior,0.474,music,chrome,1870,600,1920,1080,FALSE,decision making in the moment based on preferences?,so i could utilize both features,no,31,f,english,284.96,50.727,2,no-social,both
117,nogoal,43,handle,posterior,0.276,music,chrome,1870,600,1920,1080,FALSE,decision making in the moment based on preferences?,so i could utilize both features,no,31,f,english,284.96,50.727,2,no-social,both
118,performance,98,handle,posterior,0.875,light,chrome,1213,600,1280,720,FALSE,not sure,the handle was for the light to turn on.,no,31,m,english,288.659,54.968,1,social,handle
118,performance,9,both,posterior,0.08,light,chrome,1213,600,1280,720,FALSE,not sure,the handle was for the light to turn on.,no,31,m,english,288.659,54.968,1,social,handle
118,performance,5,button,posterior,0.045,light,chrome,1213,600,1280,720,FALSE,not sure,the handle was for the light to turn on.,no,31,m,english,288.659,54.968,1,social,handle
119,learning,58,handle,posterior,0.267,music,firefox,1074,600,1138,640,FALSE,i don't know.  maybe to test deductive reasoning.,"choosing only one option might not tell me what mechanism did what.  but in all three toys, pressing both mechanisms at the same time produced music and light.  ",no,39,female,english,387.94,75.948,3,no-social,both
119,learning,100,both,posterior,0.461,music,firefox,1074,600,1138,640,FALSE,i don't know.  maybe to test deductive reasoning.,"choosing only one option might not tell me what mechanism did what.  but in all three toys, pressing both mechanisms at the same time produced music and light.  ",no,39,female,english,387.94,75.948,3,no-social,both
119,learning,59,button,posterior,0.272,music,firefox,1074,600,1138,640,FALSE,i don't know.  maybe to test deductive reasoning.,"choosing only one option might not tell me what mechanism did what.  but in all three toys, pressing both mechanisms at the same time produced music and light.  ",no,39,female,english,387.94,75.948,3,no-social,both
120,learning,44,handle,posterior,0.303,music,firefox,1230,600,1280,1024,FALSE,i am not totally sure.,i knew pulling both in any scenario would turn botht the light and music on.,"nothing broken, everything worked great.",34,m,english,260.351,28.633,3,social,both
120,learning,42,button,posterior,0.29,music,firefox,1230,600,1280,1024,FALSE,i am not totally sure.,i knew pulling both in any scenario would turn botht the light and music on.,"nothing broken, everything worked great.",34,m,english,260.351,28.633,3,social,both
120,learning,59,both,posterior,0.407,music,firefox,1230,600,1280,1024,FALSE,i am not totally sure.,i knew pulling both in any scenario would turn botht the light and music on.,"nothing broken, everything worked great.",34,m,english,260.351,28.633,3,social,both
121,performance,86,button,posterior,0.905,music,chrome,741,758,1536,864,FALSE,understanding and following directions,i think the red button was the best way to get music to play,no,34,f,english,223.738,20.975,3,no-social,button
121,performance,4,both,posterior,0.042,music,chrome,741,758,1536,864,FALSE,understanding and following directions,i think the red button was the best way to get music to play,no,34,f,english,223.738,20.975,3,no-social,button
121,performance,5,handle,posterior,0.053,music,chrome,741,758,1536,864,FALSE,understanding and following directions,i think the red button was the best way to get music to play,no,34,f,english,223.738,20.975,3,no-social,button
122,presentation,15,button,posterior,0.13,light,chrome,1299,600,1366,768,FALSE,labels,i figured odds are that it would do something,,52,f,english,196.581,23.384,2,social,both
122,presentation,9,both,posterior,0.078,light,chrome,1299,600,1366,768,FALSE,labels,i figured odds are that it would do something,,52,f,english,196.581,23.384,2,social,both
122,presentation,91,handle,posterior,0.791,light,chrome,1299,600,1366,768,FALSE,labels,i figured odds are that it would do something,,52,f,english,196.581,23.384,2,social,both
123,presentation,63,handle,posterior,0.289,light,chrome,1471,797,1536,864,FALSE,to see what risk people are willing to do based on certain odds,i was trying to do what usually made at least one thing happen,,34,f,english,208.326,23.421,3,social,both
123,presentation,69,button,posterior,0.317,light,chrome,1471,797,1536,864,FALSE,to see what risk people are willing to do based on certain odds,i was trying to do what usually made at least one thing happen,,34,f,english,208.326,23.421,3,social,both
123,presentation,86,both,posterior,0.394,light,chrome,1471,797,1536,864,FALSE,to see what risk people are willing to do based on certain odds,i was trying to do what usually made at least one thing happen,,34,f,english,208.326,23.421,3,social,both
124,learning,21,button,posterior,0.16,music,chrome,1473,779,1920,1080,FALSE,to see if i can understand instructions,i'm not sure,no,44,f,english,206.667,36.539,3,social,both
124,learning,24,handle,posterior,0.183,music,chrome,1473,779,1920,1080,FALSE,to see if i can understand instructions,i'm not sure,no,44,f,english,206.667,36.539,3,social,both
124,learning,86,both,posterior,0.656,music,chrome,1473,779,1920,1080,FALSE,to see if i can understand instructions,i'm not sure,no,44,f,english,206.667,36.539,3,social,both
125,performance,87,handle,posterior,0.448,light,chrome,892,600,1920,1080,FALSE,unsure,i thought it made the most sense given the previous directions ,no,31,m,english,152.07,18.59,3,no-social,handle
125,performance,23,both,posterior,0.119,light,chrome,892,600,1920,1080,FALSE,unsure,i thought it made the most sense given the previous directions ,no,31,m,english,152.07,18.59,3,no-social,handle
125,performance,84,button,posterior,0.433,light,chrome,892,600,1920,1080,FALSE,unsure,i thought it made the most sense given the previous directions ,no,31,m,english,152.07,18.59,3,no-social,handle
126,nogoal,71,handle,posterior,0.464,light,chrome,1141,600,1280,800,FALSE,the purpose of this task was to determine my views and beliefs. ,this action would eliminate a lot of possible choices. ,n/a,27,male,english,570.366,172.701,3,no-social,both
126,nogoal,32,both,posterior,0.209,light,chrome,1141,600,1280,800,FALSE,the purpose of this task was to determine my views and beliefs. ,this action would eliminate a lot of possible choices. ,n/a,27,male,english,570.366,172.701,3,no-social,both
126,nogoal,50,button,posterior,0.327,light,chrome,1141,600,1280,800,FALSE,the purpose of this task was to determine my views and beliefs. ,this action would eliminate a lot of possible choices. ,n/a,27,male,english,570.366,172.701,3,no-social,both
127,performance,65,button,posterior,0.349,music,chrome,893,932,1920,1080,FALSE,critical thinking,it was the only action ever said to turn on both,no,36,m,english,130.902,16.975,3,social,both
127,performance,57,handle,posterior,0.306,music,chrome,893,932,1920,1080,FALSE,critical thinking,it was the only action ever said to turn on both,no,36,m,english,130.902,16.975,3,social,both
127,performance,64,both,posterior,0.344,music,chrome,893,932,1920,1080,FALSE,critical thinking,it was the only action ever said to turn on both,no,36,m,english,130.902,16.975,3,social,both
128,learning,1,handle,posterior,0.01,music,chrome,1471,735,1536,864,FALSE,not sure. ,"either the button or handle would give the answer, and i chose the first on the list. ",none,38,f,english,195.399,34,3,social,button
128,learning,100,button,posterior,0.98,music,chrome,1471,735,1536,864,FALSE,not sure. ,"either the button or handle would give the answer, and i chose the first on the list. ",none,38,f,english,195.399,34,3,social,button
128,learning,1,both,posterior,0.01,music,chrome,1471,735,1536,864,FALSE,not sure. ,"either the button or handle would give the answer, and i chose the first on the list. ",none,38,f,english,195.399,34,3,social,button
129,performance,49,handle,posterior,0.329,music,chrome,1533,600,1600,900,FALSE,i have no idea what the task was about.,pulling the lever and pushing the button turns everything on,there was one part where i was sent back to the page with the sliders.,55,m,english,310.047,27.022,3,social,both
129,performance,50,button,posterior,0.336,music,chrome,1533,600,1600,900,FALSE,i have no idea what the task was about.,pulling the lever and pushing the button turns everything on,there was one part where i was sent back to the page with the sliders.,55,m,english,310.047,27.022,3,social,both
129,performance,50,both,posterior,0.336,music,chrome,1533,600,1600,900,FALSE,i have no idea what the task was about.,pulling the lever and pushing the button turns everything on,there was one part where i was sent back to the page with the sliders.,55,m,english,310.047,27.022,3,social,both
130,nogoal,87,both,posterior,0.422,music,chrome,1299,662,1366,768,FALSE,idk,becuas eit felt the most right,no,31,female,english,128.219,26.233,3,no-social,button
130,nogoal,61,handle,posterior,0.296,music,chrome,1299,662,1366,768,FALSE,idk,becuas eit felt the most right,no,31,female,english,128.219,26.233,3,no-social,button
130,nogoal,58,button,posterior,0.282,music,chrome,1299,662,1366,768,FALSE,idk,becuas eit felt the most right,no,31,female,english,128.219,26.233,3,no-social,button
131,nogoal,84,handle,posterior,0.362,light,chrome,1230,600,1280,1024,FALSE,i don't know.,i thought it was best.,pay more.,44,male,english,152.267,22.604,0,social,both
131,nogoal,72,both,posterior,0.31,light,chrome,1230,600,1280,1024,FALSE,i don't know.,i thought it was best.,pay more.,44,male,english,152.267,22.604,0,social,both
131,nogoal,76,button,posterior,0.328,light,chrome,1230,600,1280,1024,FALSE,i don't know.,i thought it was best.,pay more.,44,male,english,152.267,22.604,0,social,both
132,nogoal,100,button,posterior,0.952,light,chrome,1038,600,1920,1080,FALSE,i really don't know,because it just seemed reasonable to do it that way,none,51,m,english,218.732,29.807,3,social,button
132,nogoal,1,handle,posterior,0.01,light,chrome,1038,600,1920,1080,FALSE,i really don't know,because it just seemed reasonable to do it that way,none,51,m,english,218.732,29.807,3,social,button
132,nogoal,4,both,posterior,0.038,light,chrome,1038,600,1920,1080,FALSE,i really don't know,because it just seemed reasonable to do it that way,none,51,m,english,218.732,29.807,3,social,button
133,learning,21,both,posterior,0.163,light,chrome,1012,600,1536,864,FALSE,deductive reasoning,seemed like the most logical,,30,male,english ,115.585,11.479,1,no-social,handle
133,learning,34,button,posterior,0.264,light,chrome,1012,600,1536,864,FALSE,deductive reasoning,seemed like the most logical,,30,male,english ,115.585,11.479,1,no-social,handle
133,learning,74,handle,posterior,0.574,light,chrome,1012,600,1536,864,FALSE,deductive reasoning,seemed like the most logical,,30,male,english ,115.585,11.479,1,no-social,handle
134,performance,60,handle,posterior,0.373,music,chrome,1219,633,1920,1080,FALSE,i dont know,i felt like it was the right one,no,32,female,english,98.344,20.447,0,social,handle
134,performance,46,button,posterior,0.286,music,chrome,1219,633,1920,1080,FALSE,i dont know,i felt like it was the right one,no,32,female,english,98.344,20.447,0,social,handle
134,performance,55,both,posterior,0.342,music,chrome,1219,633,1920,1080,FALSE,i dont know,i felt like it was the right one,no,32,female,english,98.344,20.447,0,social,handle
135,nogoal,100,both,posterior,0.5,light,chrome,1299,637,1366,768,FALSE,toy instruction ,because it will light the light and play music with the 3 different toys,good survey,23,male,english,264.76,72.522,3,no-social,both
135,nogoal,48,handle,posterior,0.24,light,chrome,1299,637,1366,768,FALSE,toy instruction ,because it will light the light and play music with the 3 different toys,good survey,23,male,english,264.76,72.522,3,no-social,both
135,nogoal,52,button,posterior,0.26,light,chrome,1299,637,1366,768,FALSE,toy instruction ,because it will light the light and play music with the 3 different toys,good survey,23,male,english,264.76,72.522,3,no-social,both
136,learning,77,button,posterior,0.316,music,chrome,1533,769,1600,900,FALSE,attention to detail ,because i felt that it was correct ,,26,f,english,233.646,84.579,3,no-social,handle
136,learning,67,handle,posterior,0.275,music,chrome,1533,769,1600,900,FALSE,attention to detail ,because i felt that it was correct ,,26,f,english,233.646,84.579,3,no-social,handle
136,learning,100,both,posterior,0.41,music,chrome,1533,769,1600,900,FALSE,attention to detail ,because i felt that it was correct ,,26,f,english,233.646,84.579,3,no-social,handle
137,performance,30,handle,posterior,0.309,light,chrome,1299,637,1366,768,FALSE,how people make decisions.,i figured it was my best chance to make the box do something since 2/3 tasks work that way.,thank you for allowing me to participate in your study.,36,f,english,198.695,13.706,3,social,both
137,performance,33,button,posterior,0.34,light,chrome,1299,637,1366,768,FALSE,how people make decisions.,i figured it was my best chance to make the box do something since 2/3 tasks work that way.,thank you for allowing me to participate in your study.,36,f,english,198.695,13.706,3,social,both
137,performance,34,both,posterior,0.351,light,chrome,1299,637,1366,768,FALSE,how people make decisions.,i figured it was my best chance to make the box do something since 2/3 tasks work that way.,thank you for allowing me to participate in your study.,36,f,english,198.695,13.706,3,social,both
138,nogoal,1,both,posterior,0.01,music,chrome,1299,600,1366,768,FALSE,not sure,"i figured whatever it did, i would get my answer",nothing to add,37,m,english,175.162,33.477,3,social,handle
138,nogoal,100,handle,posterior,0.98,music,chrome,1299,600,1366,768,FALSE,not sure,"i figured whatever it did, i would get my answer",nothing to add,37,m,english,175.162,33.477,3,social,handle
138,nogoal,1,button,posterior,0.01,music,chrome,1299,600,1366,768,FALSE,not sure,"i figured whatever it did, i would get my answer",nothing to add,37,m,english,175.162,33.477,3,social,handle
139,presentation,30,button,posterior,0.337,music,firefox,1297,649,1366,768,FALSE,problem solving.,"i was thinking that on all three toys, pressing the button and pulling the handle at the same time produced an effect.",,27,f,english,213.96,14.486,3,social,both
139,presentation,29,handle,posterior,0.326,music,firefox,1297,649,1366,768,FALSE,problem solving.,"i was thinking that on all three toys, pressing the button and pulling the handle at the same time produced an effect.",,27,f,english,213.96,14.486,3,social,both
139,presentation,30,both,posterior,0.337,music,firefox,1297,649,1366,768,FALSE,problem solving.,"i was thinking that on all three toys, pressing the button and pulling the handle at the same time produced an effect.",,27,f,english,213.96,14.486,3,social,both
140,nogoal,18,button,posterior,0.144,light,chrome,1853,974,1920,1080,FALSE,not really sure.,it seemed t be the best option.,,23,m,english,123.231,9.386,3,no-social,both
140,nogoal,89,both,posterior,0.712,light,chrome,1853,974,1920,1080,FALSE,not really sure.,it seemed t be the best option.,,23,m,english,123.231,9.386,3,no-social,both
140,nogoal,18,handle,posterior,0.144,light,chrome,1853,974,1920,1080,FALSE,not really sure.,it seemed t be the best option.,,23,m,english,123.231,9.386,3,no-social,both
141,nogoal,34,both,posterior,0.211,light,chrome,1300,799,1440,900,FALSE,how to narrow down informtion to make decisions,"because doing both actions wouldn't give you unequivocal feedback, whereas only pushing a button or pulling a handle would definitely tell you it's not/is one of the three.",,43,f,english,285.251,50.633,3,no-social,button
141,nogoal,77,handle,posterior,0.478,light,chrome,1300,799,1440,900,FALSE,how to narrow down informtion to make decisions,"because doing both actions wouldn't give you unequivocal feedback, whereas only pushing a button or pulling a handle would definitely tell you it's not/is one of the three.",,43,f,english,285.251,50.633,3,no-social,button
141,nogoal,50,button,posterior,0.311,light,chrome,1300,799,1440,900,FALSE,how to narrow down informtion to make decisions,"because doing both actions wouldn't give you unequivocal feedback, whereas only pushing a button or pulling a handle would definitely tell you it's not/is one of the three.",,43,f,english,285.251,50.633,3,no-social,button
142,nogoal,1,button,posterior,0.01,music,firefox,1213,600,1280,720,FALSE,logical thinking,if you pressed both button and lever it could still be a lever>music box,,29,m,english,328.132,50.62,2,no-social,handle
142,nogoal,1,both,posterior,0.01,music,firefox,1213,600,1280,720,FALSE,logical thinking,if you pressed both button and lever it could still be a lever>music box,,29,m,english,328.132,50.62,2,no-social,handle
142,nogoal,99,handle,posterior,0.98,music,firefox,1213,600,1280,720,FALSE,logical thinking,if you pressed both button and lever it could still be a lever>music box,,29,m,english,328.132,50.62,2,no-social,handle
143,nogoal,35,button,posterior,0.347,music,chrome,1657,857,1280,800,FALSE,reasoning,to identify the toy,,36,m,emglish,250.61,29.311,3,no-social,button
143,nogoal,34,handle,posterior,0.337,music,chrome,1657,857,1280,800,FALSE,reasoning,to identify the toy,,36,m,emglish,250.61,29.311,3,no-social,button
143,nogoal,32,both,posterior,0.317,music,chrome,1657,857,1280,800,FALSE,reasoning,to identify the toy,,36,m,emglish,250.61,29.311,3,no-social,button
144,performance,19,button,posterior,0.095,music,firefox,1299,600,1366,768,FALSE,maybe to see how different people solve problems.,it seemed about two-thirds likely that it would make the toy play music,"no, everything was clear.",40,f,english,278.827,32.622,3,no-social,both
144,performance,88,handle,posterior,0.44,music,firefox,1299,600,1366,768,FALSE,maybe to see how different people solve problems.,it seemed about two-thirds likely that it would make the toy play music,"no, everything was clear.",40,f,english,278.827,32.622,3,no-social,both
144,performance,93,both,posterior,0.465,music,firefox,1299,600,1366,768,FALSE,maybe to see how different people solve problems.,it seemed about two-thirds likely that it would make the toy play music,"no, everything was clear.",40,f,english,278.827,32.622,3,no-social,both
145,performance,30,both,posterior,0.159,light,chrome,1870,600,1920,1080,FALSE,choosing options.,because the light turns on.,the pay could be improved. too much grinding. try $0.65.,26,m,english,233.982,17.583,3,social,button
145,performance,81,handle,posterior,0.429,light,chrome,1870,600,1920,1080,FALSE,choosing options.,because the light turns on.,the pay could be improved. too much grinding. try $0.65.,26,m,english,233.982,17.583,3,social,button
145,performance,78,button,posterior,0.413,light,chrome,1870,600,1920,1080,FALSE,choosing options.,because the light turns on.,the pay could be improved. too much grinding. try $0.65.,26,m,english,233.982,17.583,3,social,button
146,nogoal,44,both,posterior,0.26,music,chrome,1375,723,1440,900,FALSE,i'm not sure,i think it was the right one,no it was great!,33,f,english,167.747,17.27,1,social,button
146,nogoal,29,button,posterior,0.172,music,chrome,1375,723,1440,900,FALSE,i'm not sure,i think it was the right one,no it was great!,33,f,english,167.747,17.27,1,social,button
146,nogoal,96,handle,posterior,0.568,music,chrome,1375,723,1440,900,FALSE,i'm not sure,i think it was the right one,no it was great!,33,f,english,167.747,17.27,1,social,button
147,performance,50,button,posterior,0.291,light,chrome,1449,723,1366,768,FALSE,not sure,i had a better chance of it turning on,,36,f,english,527.174,119.255,3,social,handle
147,performance,32,handle,posterior,0.186,light,chrome,1449,723,1366,768,FALSE,not sure,i had a better chance of it turning on,,36,f,english,527.174,119.255,3,social,handle
147,performance,90,both,posterior,0.523,light,chrome,1449,723,1366,768,FALSE,not sure,i had a better chance of it turning on,,36,f,english,527.174,119.255,3,social,handle
148,performance,70,both,posterior,0.363,music,chrome,1390,600,1440,900,FALSE,not sure,at random,some of the questions were unclear (sliding bar),31,female,english,221.363,46.573,3,social,both
148,performance,73,handle,posterior,0.378,music,chrome,1390,600,1440,900,FALSE,not sure,at random,some of the questions were unclear (sliding bar),31,female,english,221.363,46.573,3,social,both
148,performance,50,button,posterior,0.259,music,chrome,1390,600,1440,900,FALSE,not sure,at random,some of the questions were unclear (sliding bar),31,female,english,221.363,46.573,3,social,both
149,nogoal,1,handle,posterior,0.01,music,chrome,1533,600,1600,900,FALSE,determine how people make decisions based on a scenario that has many different outcomes.,"if i pressed the button then the toy would either play music, turn on the light, or do nothing. it would be easy to identify which toy it is based on these three possible actions.",everything worked well.,24,m,english,294.203,47.616,3,social,button
149,nogoal,100,button,posterior,0.98,music,chrome,1533,600,1600,900,FALSE,determine how people make decisions based on a scenario that has many different outcomes.,"if i pressed the button then the toy would either play music, turn on the light, or do nothing. it would be easy to identify which toy it is based on these three possible actions.",everything worked well.,24,m,english,294.203,47.616,3,social,button
149,nogoal,1,both,posterior,0.01,music,chrome,1533,600,1600,900,FALSE,determine how people make decisions based on a scenario that has many different outcomes.,"if i pressed the button then the toy would either play music, turn on the light, or do nothing. it would be easy to identify which toy it is based on these three possible actions.",everything worked well.,24,m,english,294.203,47.616,3,social,button
150,learning,51,button,posterior,0.251,light,firefox,1853,976,1920,1080,FALSE,weird toys.,"i didn't see anything that could definitively say what the toy did. after deciding what action to perform, the result was not stated.",depend on whether or not the lacking result was in error.,35,m,english,326.503,47.832,3,social,button
150,learning,100,both,posterior,0.493,light,firefox,1853,976,1920,1080,FALSE,weird toys.,"i didn't see anything that could definitively say what the toy did. after deciding what action to perform, the result was not stated.",depend on whether or not the lacking result was in error.,35,m,english,326.503,47.832,3,social,button
150,learning,52,handle,posterior,0.256,light,firefox,1853,976,1920,1080,FALSE,weird toys.,"i didn't see anything that could definitively say what the toy did. after deciding what action to perform, the result was not stated.",depend on whether or not the lacking result was in error.,35,m,english,326.503,47.832,3,social,button
151,performance,64,button,posterior,0.342,music,chrome,1230,600,1280,900,FALSE,toys,i wanted to play music,no,25,f,english,72.292,5.757,2,social,handle
151,performance,64,both,posterior,0.342,music,chrome,1230,600,1280,900,FALSE,toys,i wanted to play music,no,25,f,english,72.292,5.757,2,social,handle
151,performance,59,handle,posterior,0.316,music,chrome,1230,600,1280,900,FALSE,toys,i wanted to play music,no,25,f,english,72.292,5.757,2,social,handle
152,learning,22,both,posterior,0.129,light,chrome,1449,736,1366,768,FALSE,deduction,i'm not sure. i figured i could at least eliminate one toy design that way.,the images are hard to read in the 'likely/unlikely' pages. needs clearer definitions there.,31,f,english,357.131,100.795,3,social,handle
152,learning,78,handle,posterior,0.459,light,chrome,1449,736,1366,768,FALSE,deduction,i'm not sure. i figured i could at least eliminate one toy design that way.,the images are hard to read in the 'likely/unlikely' pages. needs clearer definitions there.,31,f,english,357.131,100.795,3,social,handle
152,learning,70,button,posterior,0.412,light,chrome,1449,736,1366,768,FALSE,deduction,i'm not sure. i figured i could at least eliminate one toy design that way.,the images are hard to read in the 'likely/unlikely' pages. needs clearer definitions there.,31,f,english,357.131,100.795,3,social,handle
153,learning,71,both,posterior,0.413,light,chrome,1299,662,1366,768,FALSE,chance,better odds of working,no,40,m,english,290.307,34.944,3,social,both
153,learning,70,handle,posterior,0.407,light,chrome,1299,662,1366,768,FALSE,chance,better odds of working,no,40,m,english,290.307,34.944,3,social,both
153,learning,31,button,posterior,0.18,light,chrome,1299,662,1366,768,FALSE,chance,better odds of working,no,40,m,english,290.307,34.944,3,social,both
154,presentation,67,button,posterior,0.289,music,chrome,1299,600,1366,768,FALSE,instruction and manual perception,it's the most easy way to operate,thanks,29,m,english,394.18,12.199,1,social,handle
154,presentation,89,both,posterior,0.384,music,chrome,1299,600,1366,768,FALSE,instruction and manual perception,it's the most easy way to operate,thanks,29,m,english,394.18,12.199,1,social,handle
154,presentation,76,handle,posterior,0.328,music,chrome,1299,600,1366,768,FALSE,instruction and manual perception,it's the most easy way to operate,thanks,29,m,english,394.18,12.199,1,social,handle
155,performance,26,button,posterior,0.146,light,firefox,1533,600,1600,900,FALSE,idk,because it gauranteed the action would happen,no,28,male,english,230.301,21.968,2,no-social,both
155,performance,100,both,posterior,0.562,light,firefox,1533,600,1600,900,FALSE,idk,because it gauranteed the action would happen,no,28,male,english,230.301,21.968,2,no-social,both
155,performance,52,handle,posterior,0.292,light,firefox,1533,600,1600,900,FALSE,idk,because it gauranteed the action would happen,no,28,male,english,230.301,21.968,2,no-social,both
156,nogoal,31,handle,posterior,0.248,music,chrome,731,749,1600,900,FALSE,precision decision making,a but he has a purpose all the time . i decided to those this option because it's likely to work for any action. ,thank you.,24,f,english,474.105,37.751,3,social,button
156,nogoal,36,button,posterior,0.288,music,chrome,731,749,1600,900,FALSE,precision decision making,a but he has a purpose all the time . i decided to those this option because it's likely to work for any action. ,thank you.,24,f,english,474.105,37.751,3,social,button
156,nogoal,58,both,posterior,0.464,music,chrome,731,749,1600,900,FALSE,precision decision making,a but he has a purpose all the time . i decided to those this option because it's likely to work for any action. ,thank you.,24,f,english,474.105,37.751,3,social,button
157,nogoal,100,button,posterior,0.98,music,chrome,1373,769,1440,900,FALSE,i honestly don't know.,it was the most logical.,none,38,f,english,288.84,57.647,3,no-social,button
