id,condition,slider_value,hypothesis,hypothesis_type,slider_value_normalized,outcome,browser,browser_width,browser_height,screen_width,screen_height,mobile_device,about,comment,age,gender,first_language,experiment_time,action_trial_time,manip_check_score,action_response
84,presentation,52,both,posterior,0.338,music,chrome,1470,734,1536,864,FALSE,decision making,no.,34,m,english,263.596,48.183,3,both
84,presentation,53,button,posterior,0.344,music,chrome,1470,734,1536,864,FALSE,decision making,no.,34,m,english,263.596,48.183,3,both
85,performance,100,button,posterior,0.98,music,chrome,947,600,1024,820,FALSE,coordination,no,67,f,emglish,231.227,25.645,2,both
85,performance,1,both,posterior,0.01,music,chrome,947,600,1024,820,FALSE,coordination,no,67,f,emglish,231.227,25.645,2,both
85,performance,1,handle,posterior,0.01,music,chrome,947,600,1024,820,FALSE,coordination,no,67,f,emglish,231.227,25.645,2,both
86,presentation,51,both,posterior,0.338,music,chrome,416,600,1366,768,FALSE,i have no idea,thanks,35,m,english,207.464,35.155,3,both
86,presentation,50,handle,posterior,0.331,music,chrome,416,600,1366,768,FALSE,i have no idea,thanks,35,m,english,207.464,35.155,3,both
86,presentation,50,button,posterior,0.331,music,chrome,416,600,1366,768,FALSE,i have no idea,thanks,35,m,english,207.464,35.155,3,both
87,performance,100,both,posterior,0.5,light,chrome,1047,538,1920,1080,FALSE,logic,no,68,m,english,514.667,35.954,3,both
87,performance,50,handle,posterior,0.25,light,chrome,1047,538,1920,1080,FALSE,logic,no,68,m,english,514.667,35.954,3,both
87,performance,50,button,posterior,0.25,light,chrome,1047,538,1920,1080,FALSE,logic,no,68,m,english,514.667,35.954,3,both
88,performance,49,handle,posterior,0.247,music,firefox,1214,600,1280,720,FALSE,i honestly don't know,,35,m,english,145.511,20.886,2,both
88,performance,49,button,posterior,0.247,music,firefox,1214,600,1280,720,FALSE,i honestly don't know,,35,m,english,145.511,20.886,2,both
88,performance,100,both,posterior,0.505,music,firefox,1214,600,1280,720,FALSE,i honestly don't know,,35,m,english,145.511,20.886,2,both
89,nogoal,89,handle,posterior,0.356,light,safari,1219,600,1600,900,FALSE,not sure,no,30,f,english,355.31,47.519,3,both
89,nogoal,85,button,posterior,0.34,light,safari,1219,600,1600,900,FALSE,not sure,no,30,f,english,355.31,47.519,3,both
89,nogoal,76,both,posterior,0.304,light,safari,1219,600,1600,900,FALSE,not sure,no,30,f,english,355.31,47.519,3,both
90,presentation,40,handle,posterior,0.258,light,chrome,1855,888,1920,1080,FALSE,to study a person's deduction ability.,no comments.,50,m,english,313.69,35.761,3,both
90,presentation,25,button,posterior,0.161,light,chrome,1855,888,1920,1080,FALSE,to study a person's deduction ability.,no comments.,50,m,english,313.69,35.761,3,both
90,presentation,90,both,posterior,0.581,light,chrome,1855,888,1920,1080,FALSE,to study a person's deduction ability.,no comments.,50,m,english,313.69,35.761,3,both
91,performance,100,button,posterior,0.513,music,chrome,392,600,412,846,TRUE,not sure,no,31,f,english,64.435,7.731,0,handle
91,performance,94,both,posterior,0.482,music,chrome,392,600,412,846,TRUE,not sure,no,31,f,english,64.435,7.731,0,handle
91,performance,1,handle,posterior,0.005,music,chrome,392,600,412,846,TRUE,not sure,no,31,f,english,64.435,7.731,0,handle
92,nogoal,1,handle,posterior,0.01,light,chrome,1533,600,1600,900,FALSE,deductive reasoning,no,36,f,english,192.899,26.512,3,button
92,nogoal,100,button,posterior,0.98,light,chrome,1533,600,1600,900,FALSE,deductive reasoning,no,36,f,english,192.899,26.512,3,button
92,nogoal,1,both,posterior,0.01,light,chrome,1533,600,1600,900,FALSE,deductive reasoning,no,36,f,english,192.899,26.512,3,button
93,nogoal,60,button,posterior,0.3,light,chrome,1870,600,1920,1080,FALSE,how we problem solve,,36,m,english,282.458,28.697,1,handle
93,nogoal,74,both,posterior,0.37,light,chrome,1870,600,1920,1080,FALSE,how we problem solve,,36,m,english,282.458,28.697,1,handle
93,nogoal,66,handle,posterior,0.33,light,chrome,1870,600,1920,1080,FALSE,how we problem solve,,36,m,english,282.458,28.697,1,handle
94,presentation,50,button,posterior,0.331,light,chrome,1613,919,1680,1050,FALSE,how we interpret instructions,no comments,42,m,english,187.326,19.751,2,both
94,presentation,50,both,posterior,0.331,light,chrome,1613,919,1680,1050,FALSE,how we interpret instructions,no comments,42,m,english,187.326,19.751,2,both
94,presentation,51,handle,posterior,0.338,light,chrome,1613,919,1680,1050,FALSE,how we interpret instructions,no comments,42,m,english,187.326,19.751,2,both
95,nogoal,1,handle,posterior,0.01,light,firefox,1299,600,1366,768,FALSE,logic,,40,m,english,173.358,19.441,3,button
95,nogoal,100,button,posterior,0.98,light,firefox,1299,600,1366,768,FALSE,logic,,40,m,english,173.358,19.441,3,button
95,nogoal,1,both,posterior,0.01,light,firefox,1299,600,1366,768,FALSE,logic,,40,m,english,173.358,19.441,3,button
96,nogoal,100,both,posterior,0.595,light,chrome,760,600,1920,1080,FALSE,cognition,none,62,m,english,533.668,50.845,3,both
96,nogoal,33,button,posterior,0.196,light,chrome,760,600,1920,1080,FALSE,cognition,none,62,m,english,533.668,50.845,3,both
96,nogoal,35,handle,posterior,0.208,light,chrome,760,600,1920,1080,FALSE,cognition,none,62,m,english,533.668,50.845,3,both
97,learning,35,button,posterior,0.271,music,chrome,1470,772,1536,864,FALSE,not sure,no,28,male,english,167.683,48.816,2,handle
97,learning,58,handle,posterior,0.45,music,chrome,1470,772,1536,864,FALSE,not sure,no,28,male,english,167.683,48.816,2,handle
97,learning,36,both,posterior,0.279,music,chrome,1470,772,1536,864,FALSE,not sure,no,28,male,english,167.683,48.816,2,handle
98,learning,100,both,posterior,0.333,light,firefox,1186,611,1252,704,FALSE,i am not sure.,thanks,25,m,english,176.043,18.869,2,both
98,learning,100,button,posterior,0.333,light,firefox,1186,611,1252,704,FALSE,i am not sure.,thanks,25,m,english,176.043,18.869,2,both
98,learning,100,handle,posterior,0.333,light,firefox,1186,611,1252,704,FALSE,i am not sure.,thanks,25,m,english,176.043,18.869,2,both
99,presentation,2,button,posterior,0.019,music,chrome,1299,600,1366,768,FALSE,following directions,none,37,f,english,435.774,53.777,3,both
99,presentation,100,both,posterior,0.971,music,chrome,1299,600,1366,768,FALSE,following directions,none,37,f,english,435.774,53.777,3,both
99,presentation,1,handle,posterior,0.01,music,chrome,1299,600,1366,768,FALSE,following directions,none,37,f,english,435.774,53.777,3,both
100,presentation,12,both,posterior,0.097,light,chrome,1613,919,1680,1050,FALSE,critical thinking,,47,f,english,80.552,10.518,3,both
100,presentation,12,handle,posterior,0.097,light,chrome,1613,919,1680,1050,FALSE,critical thinking,,47,f,english,80.552,10.518,3,both
100,presentation,100,button,posterior,0.806,light,chrome,1613,919,1680,1050,FALSE,critical thinking,,47,f,english,80.552,10.518,3,both
